"make","model","condition","grade","capacity","colour","network","count"
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",168
LG,"32LH510B 32\" LED TV","Brand New","Brand New","Not Applicable","Black","Not Applicable",169
LG,"32LH510B 32\" LED TV","Brand New","Brand New","Not Applicable","Black","Not Applicable",170
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",171
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",172
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",173
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",174
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",175
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",176
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",177
LG,"32LH510B 32\" LED TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",178
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",179
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",180
LG,"32LH510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",181
LG,"32LJ510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",182
LG,"32LJ510B 32\" LED TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",183
LG,"32LJ510B 32\" LED TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",184
LG,"32LJ510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",185
LG,"32LJ510B 32\" LED TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",186
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",187
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",188
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",189
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",190
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",191
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",192
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",193
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",194
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",195
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",196
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",197
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",198
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",199
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",200
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",201
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",202
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",203
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",204
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",205
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",206
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",207
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",208
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",209
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",210
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",211
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",212
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",213
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",214
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",215
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",216
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Insurance Grade","Not Applicable","Black","Not Applicable",217
LG,"43UH603V 43\" ULTRA HD 4K TV","Non-working","Unknown","Not Applicable","Black","Not Applicable",218
LG,"43UH603V 43\" ULTRA HD 4K TV","Non-working","Insurance Grade","Not Applicable","Black","Not Applicable",219
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",220
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",221
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",222
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",223
LG,"43UH603V 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",224
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",225
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",226
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",227
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",228
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",229
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",230
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",231
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",232
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",233
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",234
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",235
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",236
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",237
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",238
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",239
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",240
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",241
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",242
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",243
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",244
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",245
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",246
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",247
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade B - Good Condition","Not Applicable","Black","Not Applicable",248
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",249
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",250
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",251
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",252
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",253
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",254
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",255
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",256
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",257
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",258
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",259
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",260
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",261
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",262
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",263
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",264
LG,"43UK6300PLB 43\" ULTRA HD 4K TV","Working","Grade A - Very Good Condition","Not Applicable","Black","Not Applicable",265
